InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
578511,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,11/24/2011 13:27,6.35,17975,United Kingdom
578519,20676,RED RETROSPOT BOWL,6,11/24/2011 13:56,1.25,14591,United Kingdom
578526,20718,RED RETROSPOT SHOPPER BAG,10,11/24/2011 14:22,1.25,13995,United Kingdom
578541,23469,CARD HOLDER LOVE BIRD SMALL,2,11/24/2011 15:01,4.15,14277,France
578544,23440,PAINT YOUR OWN EGGS IN CRATE,6,11/24/2011 15:01,2.08,17096,United Kingdom
578547,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,11/24/2011 15:02,0.85,12720,Germany
578548,22595,GINGHAM HEART DECORATION,1,11/24/2011 15:02,0.85,17345,United Kingdom
578653,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,11/24/2011 16:40,11.95,18161,United Kingdom
578666,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,11/24/2011 17:06,1.95,17727,United Kingdom
578666,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,11/24/2011 17:06,2.1,17727,United Kingdom
578666,23198,PANTRY MAGNETIC  SHOPPING LIST,12,11/24/2011 17:06,1.45,17727,United Kingdom
578677,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,11/24/2011 19:30,2.08,15750,United Kingdom
578678,22998,TRAVEL CARD WALLET KEEP CALM,1,11/24/2011 19:59,0.42,17841,United Kingdom
578686,23012,GLASS APOTHECARY BOTTLE PERFUME,4,11/25/2011 9:18,3.95,13050,United Kingdom
578688,23333,IVORY WICKER HEART MEDIUM,4,11/25/2011 9:27,1.25,16719,United Kingdom
578696,22384,LUNCH BAG PINK POLKADOT,10,11/25/2011 10:02,1.65,13985,United Kingdom
578703,85034C,3 ROSE MORRIS BOXED CANDLES,3,11/25/2011 11:02,1.25,17385,United Kingdom
578707,84527,FLAMES SUNGLASSES PINK LENSES,1,11/25/2011 11:20,1.95,17870,United Kingdom
578719,22955,36 FOIL STAR CAKE CASES ,1,11/25/2011 11:25,2.1,17348,United Kingdom
578757,23320,GIANT 50'S CHRISTMAS CRACKER,1,11/25/2011 11:41,2.89,12748,United Kingdom
578757,23199,JUMBO BAG APPLES,1,11/25/2011 11:41,2.08,12748,United Kingdom
578781,22097,SWALLOW SQUARE TISSUE BOX,1,11/25/2011 11:54,0.39,15872,United Kingdom
578787,23296,SET OF 6 TEA TIME BAKING CASES,24,11/25/2011 12:10,1.25,13589,United Kingdom
578787,21479,WHITE SKULL HOT WATER BOTTLE ,4,11/25/2011 12:10,4.25,13589,United Kingdom
578791,22946,WOODEN ADVENT CALENDAR CREAM,1,11/25/2011 12:20,16.95,12841,United Kingdom
578805,22346,PARTY PIZZA DISH GREEN POLKADOT,12,11/25/2011 12:57,0.85,16401,United Kingdom
578811,21232,STRAWBERRY CERAMIC TRINKET POT,12,11/25/2011 13:28,1.25,12438,Norway
578811,23229,VINTAGE DONKEY TAIL GAME ,24,11/25/2011 13:28,3.75,12438,Norway
578811,22650,CERAMIC PIRATE CHEST MONEY BANK,24,11/25/2011 13:28,1.45,12438,Norway
578825,23391, I LOVE LONDON MINI BACKPACK,4,11/25/2011 14:21,4.15,17562,United Kingdom
578827,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,11/25/2011 14:25,10.79,,United Kingdom
578827,22420,LIPSTICK PEN BABY PINK,1,11/25/2011 14:25,0.83,,United Kingdom
578827,22546,MINI JIGSAW PURDEY,2,11/25/2011 14:25,0.83,,United Kingdom
578827,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,7,11/25/2011 14:25,0.83,,United Kingdom
578827,22595,GINGHAM HEART DECORATION,5,11/25/2011 14:25,1.63,,United Kingdom
578827,22668,PINK BABY BUNTING,1,11/25/2011 14:25,5.79,,United Kingdom
578827,22699,ROSES REGENCY TEACUP AND SAUCER ,3,11/25/2011 14:25,5.79,,United Kingdom
578827,22900,SET 2 TEA TOWELS I LOVE LONDON ,1,11/25/2011 14:25,6.63,,United Kingdom
578827,23319,BOX OF 6 MINI 50'S CRACKERS,1,11/25/2011 14:25,4.96,,United Kingdom
578827,85129B,BEADED CRYSTAL HEART GREEN SMALL,1,11/25/2011 14:25,2.46,,United Kingdom
578827,90177C,DROP DIAMANTE EARRINGS CRYSTAL,1,11/25/2011 14:25,2.9,,United Kingdom
578827,16219,HOUSE SHAPE PENCIL SHARPENER,1,11/25/2011 14:25,0.83,,United Kingdom
578827,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,11/25/2011 14:25,2.46,,United Kingdom
C578832,22694,WICKER STAR ,-1,11/25/2011 15:18,2.1,13069,United Kingdom
578833,21218,RED SPOTTY BISCUIT TIN,3,11/25/2011 15:23,8.29,,United Kingdom
578833,21327,SKULLS WRITING SET ,3,11/25/2011 15:23,2.46,,United Kingdom
578833,22629,SPACEBOY LUNCH BOX ,3,11/25/2011 15:23,2.46,,United Kingdom
578833,23034,DRAWER KNOB CERAMIC BLACK,2,11/25/2011 15:23,3.29,,United Kingdom
578834,22639,SET OF 4 NAPKIN CHARMS HEARTS,4,11/25/2011 15:32,2.55,18109,United Kingdom
578844,22059,CERAMIC STRAWBERRY DESIGN MUG,1,11/25/2011 16:14,3.29,,United Kingdom
578844,22208,WOOD STAMP SET THANK YOU,1,11/25/2011 16:14,3.29,,United Kingdom
578844,22620,4 TRADITIONAL SPINNING TOPS,4,11/25/2011 16:14,2.46,,United Kingdom
578849,23493,VINTAGE DOILY TRAVEL SEWING KIT,3,11/27/2011 10:39,1.95,13232,United Kingdom
578851,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6,11/27/2011 11:05,1.45,16407,United Kingdom
578856,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3,11/27/2011 11:18,4.25,17769,United Kingdom
578914,23333,IVORY WICKER HEART MEDIUM,12,11/27/2011 11:54,1.25,13782,United Kingdom
578921,84992,72 SWEETHEART FAIRY CAKE CASES,1,11/27/2011 11:57,0.55,13596,United Kingdom
578921,84991,60 TEATIME FAIRY CAKE CASES,1,11/27/2011 11:57,0.55,13596,United Kingdom
578921,23173,REGENCY TEAPOT ROSES ,1,11/27/2011 11:57,9.95,13596,United Kingdom
578921,22093,MOTORING TISSUE BOX,1,11/27/2011 11:57,0.39,13596,United Kingdom
578923,21257,VICTORIAN SEWING BOX MEDIUM,1,11/27/2011 12:01,7.95,14527,United Kingdom
578924,22556,PLASTERS IN TIN CIRCUS PARADE ,24,11/27/2011 12:10,1.65,16983,United Kingdom
578926,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3,11/27/2011 12:24,4.25,18156,United Kingdom
578931,23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,2,11/27/2011 12:40,2.89,16942,United Kingdom
578941,22109,FULL ENGLISH BREAKFAST PLATE,1,11/27/2011 13:26,3.75,16024,United Kingdom
578941,22211,WOOD STAMP SET FLOWERS,8,11/27/2011 13:26,0.83,16024,United Kingdom
578942,22940,FELTCRAFT CHRISTMAS FAIRY,1,11/27/2011 13:29,4.25,17288,United Kingdom
578942,23428,IVORY RETRO KITCHEN WALL CLOCK,1,11/27/2011 13:29,8.15,17288,United Kingdom
578944,82551,LAUNDRY 15C METAL SIGN,1,11/27/2011 13:41,1.45,16005,United Kingdom
578944,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,11/27/2011 13:41,1.65,16005,United Kingdom
578949,22083,PAPER CHAIN KIT RETROSPOT,1,11/27/2011 14:30,2.95,14954,United Kingdom
578950,23365,SET 12 COLOUR PENCILS LOVE LONDON,2,11/27/2011 14:40,0.65,17885,United Kingdom
578952,22736,RIBBON REEL MAKING SNOWMEN ,5,11/27/2011 14:43,1.65,18112,United Kingdom
578977,90057,DIAMANTE RING ASSORTED IN BOX.,24,11/27/2011 15:18,1.25,17231,United Kingdom
578992,82482,WOODEN PICTURE FRAME WHITE FINISH,3,11/27/2011 15:38,2.95,13610,United Kingdom
578995,23275,SET OF 3 HANGING OWLS OLLIE BEAK,24,11/27/2011 15:59,1.25,15861,United Kingdom
578998,22092,BLUE PAISLEY TISSUE BOX,2,11/27/2011 16:05,0.39,15436,United Kingdom
579002,22439,6 ROCKET BALLOONS ,10,11/27/2011 16:27,0.65,14093,United Kingdom
579002,22208,WOOD STAMP SET THANK YOU,1,11/27/2011 16:27,0.83,14093,United Kingdom
579069,23514,EMBROIDERED RIBBON REEL SALLY ,6,11/28/2011 10:31,2.08,14911,EIRE
579093,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,11/28/2011 10:54,2.55,13081,United Kingdom
579100,23204,CHARLOTTE BAG APPLES DESIGN,10,11/28/2011 11:27,0.85,13004,United Kingdom
579103,21238,RED RETROSPOT CUP,8,11/28/2011 11:39,0.85,18041,United Kingdom
579132,22694,WICKER STAR ,1,11/28/2011 12:35,2.1,15022,United Kingdom
579134,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,11/28/2011 12:38,1.65,13115,United Kingdom
579135,23333,IVORY WICKER HEART MEDIUM,10,11/28/2011 12:44,1.25,18096,United Kingdom
579136,35970,ZINC FOLKART SLEIGH BELLS,12,11/28/2011 12:45,1.69,16094,United Kingdom
579136,22423,REGENCY CAKESTAND 3 TIER,1,11/28/2011 12:45,12.75,16094,United Kingdom
579138,23367,SET 12 COLOUR PENCILS SPACEBOY ,24,11/28/2011 12:54,0.65,13590,United Kingdom
579146,22602,RETROSPOT WOODEN HEART DECORATION,1,11/28/2011 13:14,0.85,16347,United Kingdom
579146,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,5,11/28/2011 13:14,2.95,16347,United Kingdom
579147,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/28/2011 13:20,2.95,13263,United Kingdom
579154,22111,SCOTTIE DOG HOT WATER BOTTLE,1,11/28/2011 13:27,4.95,17218,United Kingdom
579155,21850,BLUE  DIAMANTE PEN IN GIFT BOX,1,11/28/2011 13:37,4.95,18101,United Kingdom
579167,23419,HOME SWEET HOME BOTTLE ,3,11/28/2011 14:06,2.08,16800,United Kingdom
579171,22897,OVEN MITT APPLES DESIGN,2,11/28/2011 14:30,1.45,13030,United Kingdom
579187,21314,SMALL GLASS HEART TRINKET POT,6,11/28/2011 15:31,4.13,,United Kingdom
579187,23158,SET OF 5 LUCKY CAT MAGNETS ,1,11/28/2011 15:31,4.13,,United Kingdom
579187,23349,ROLL WRAP VINTAGE CHRISTMAS,4,11/28/2011 15:31,2.46,,United Kingdom
579187,23369,SET 36 COLOUR PENCILS LOVE LONDON,2,11/28/2011 15:31,2.46,,United Kingdom
579187,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,1,11/28/2011 15:31,2.46,,United Kingdom
579187,90144,SILVER DROP EARRINGS WITH FLOWER,1,11/28/2011 15:31,3.73,,United Kingdom
579196,23247,BISCUIT TIN 50'S CHRISTMAS,1,11/28/2011 15:54,5.79,14096,United Kingdom
579196,21390,FILIGRIS HEART WITH BUTTERFLY,1,11/28/2011 15:54,2.46,14096,United Kingdom
579196,21716,BOYS VINTAGE TIN SEASIDE BUCKET,1,11/28/2011 15:54,4.96,14096,United Kingdom
579254,22921,HERB MARKER CHIVES ,12,11/28/2011 17:05,0.65,14511,United Kingdom
579261,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,11/29/2011 9:10,0.29,13429,United Kingdom
579261,20724,RED RETROSPOT CHARLOTTE BAG,10,11/29/2011 9:10,0.85,13429,United Kingdom
579279,22941,CHRISTMAS LIGHTS 10 REINDEER,6,11/29/2011 10:23,8.5,15298,United Kingdom
579283,23294,SET OF 6 SNACK LOAF BAKING CASES,16,11/29/2011 10:45,0.83,13883,United Kingdom
579297,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,5,11/29/2011 11:23,3.29,,United Kingdom
579297,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3,11/29/2011 11:23,5.79,,United Kingdom
579332,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,11/29/2011 11:41,1.25,14408,United Kingdom
579406,22667,RECIPE BOX RETROSPOT ,12,11/29/2011 12:27,2.95,13014,United Kingdom
579432,20718,RED RETROSPOT SHOPPER BAG,2,11/29/2011 13:12,1.25,15311,United Kingdom
579447,85099B,JUMBO BAG RED RETROSPOT,12,11/29/2011 13:46,2.08,14390,United Kingdom
579471,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,11/29/2011 15:08,5.79,,United Kingdom
579471,22961,JAM MAKING SET PRINTED,3,11/29/2011 15:08,3.29,,United Kingdom
579471,85099B,JUMBO BAG RED RETROSPOT,4,11/29/2011 15:08,4.13,,United Kingdom
579472,21818,GLITTER HEART DECORATION,4,11/29/2011 15:09,0.39,13521,United Kingdom
579491,23503,PLAYING CARDS KEEP CALM & CARRY ON,7,11/29/2011 15:23,1.25,14723,United Kingdom
579491,21625,VINTAGE UNION JACK APRON,1,11/29/2011 15:23,6.95,14723,United Kingdom
579499,22457,NATURAL SLATE HEART CHALKBOARD ,12,11/29/2011 15:59,2.95,17682,United Kingdom
579503,22573,STAR WOODEN CHRISTMAS DECORATION,10,11/29/2011 16:23,0.85,17097,Spain
579503,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,11/29/2011 16:23,2.08,17097,Spain
579506,22918,HERB MARKER PARSLEY,12,11/29/2011 16:31,0.65,15089,United Kingdom
579508,22433,WATERING CAN GREEN DINOSAUR,1,11/29/2011 16:33,4.13,,United Kingdom
579508,22726,ALARM CLOCK BAKELIKE GREEN,4,11/29/2011 16:33,7.46,,United Kingdom
579512,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,11/29/2011 16:47,8.29,,United Kingdom
579512,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,11/29/2011 16:47,3.29,,United Kingdom
579512,23306,SET OF 36 PANTRY PAPER DOILIES,1,11/29/2011 16:47,2.92,,United Kingdom
579512,79321,CHILLI LIGHTS,1,11/29/2011 16:47,12.46,,United Kingdom
579512,90019A,SILVER M.O.P ORBIT BRACELET,1,11/29/2011 16:47,5.4,,United Kingdom
579512,90184B,AMETHYST CHUNKY BEAD BRACELET W STR,2,11/29/2011 16:47,9.15,,United Kingdom
579516,79321,CHILLI LIGHTS,24,11/29/2011 17:52,4.95,17841,United Kingdom
579523,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,11/30/2011 8:08,3.75,15903,United Kingdom
579536,23535,WALL ART BICYCLE SAFETY,4,11/30/2011 9:53,5.95,12957,United Kingdom
579548,22669,RED BABY BUNTING ,5,11/30/2011 10:44,2.95,15073,United Kingdom
579548,22507,MEMO BOARD RETROSPOT  DESIGN,4,11/30/2011 10:44,4.95,15073,United Kingdom
579555,23263,SET OF 3 WOODEN HEART DECORATIONS,3,11/30/2011 11:08,1.25,16241,United Kingdom
579555,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3,11/30/2011 11:08,2.95,16241,United Kingdom
579559,22617,BAKING SET SPACEBOY DESIGN,1,11/30/2011 11:30,4.95,16764,United Kingdom
579559,23323,WHITE WICKER STAR ,1,11/30/2011 11:30,2.1,16764,United Kingdom
579605,22082,RIBBON REEL STRIPES DESIGN ,10,11/30/2011 12:01,1.65,15024,United Kingdom
579634,22423,REGENCY CAKESTAND 3 TIER,1,11/30/2011 12:18,12.75,12598,France
579667,23392,SPACEBOY ROCKET LOLLY MAKERS,5,11/30/2011 12:32,2.08,16361,United Kingdom
579668,85053,FRENCH ENAMEL CANDLEHOLDER,6,11/30/2011 12:32,2.1,15152,United Kingdom
579669,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,36,11/30/2011 12:36,2.55,14673,United Kingdom
579672,84987,SET OF 36 TEATIME PAPER DOILIES,24,11/30/2011 12:41,1.45,14005,United Kingdom
579694,22553,PLASTERS IN TIN SKULLS,1,11/30/2011 14:11,3.29,,United Kingdom
579694,23406,HOME SWEET HOME KEY HOLDER,3,11/30/2011 14:11,12.46,,United Kingdom
579744,20728,LUNCH BAG CARS BLUE,4,11/30/2011 14:38,1.65,,United Kingdom
579744,23300,GARDENERS KNEELING PAD CUP OF TEA ,10,11/30/2011 14:38,1.65,,United Kingdom
579751,20728,LUNCH BAG CARS BLUE,1,11/30/2011 14:46,4.13,,United Kingdom
579777,23346,SPACEBOY BEAKER,1,11/30/2011 15:13,2.46,,United Kingdom
579777,23401,RUSTIC MIRROR WITH LACE HEART,1,11/30/2011 15:13,12.46,,United Kingdom
579777,23555,LANDMARK FRAME NOTTING HILL ,1,11/30/2011 15:13,24.96,,United Kingdom
579777,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,11/30/2011 15:13,3.29,,United Kingdom
579777,21982,PACK OF 12 SUKI TISSUES ,1,11/30/2011 15:13,0.83,,United Kingdom
579777,22477,WATERING CAN GARDEN MARKER,2,11/30/2011 15:13,2.46,,United Kingdom
579787,22838,3 TIER CAKE TIN RED AND CREAM,1,11/30/2011 15:33,29.17,,United Kingdom
579848,22792,FLUTED ANTIQUE CANDLE HOLDER,12,11/30/2011 16:23,0.85,18179,United Kingdom
579885,22507,MEMO BOARD RETROSPOT  DESIGN,1,11/30/2011 17:37,4.95,15444,United Kingdom
579885,23198,PANTRY MAGNETIC  SHOPPING LIST,4,11/30/2011 17:37,1.45,15444,United Kingdom
579885,84792,ENCHANTED BIRD COATHANGER 5 HOOK,2,11/30/2011 17:37,4.65,15444,United Kingdom
579885,22960,JAM MAKING SET WITH JARS,2,11/30/2011 17:37,4.25,15444,United Kingdom
579885,84946,ANTIQUE SILVER T-LIGHT GLASS,6,11/30/2011 17:37,1.25,15444,United Kingdom
579885,21317,GLASS SPHERE CANDLE STAND MEDIUM,2,11/30/2011 17:37,5.45,15444,United Kingdom
579899,23129,HEART SHAPED HOLLY WREATH,4,12/1/2011 8:33,4.15,15687,United Kingdom
C579926,22355,CHARLOTTE BAG SUKI DESIGN,-1,12/1/2011 9:19,0.72,14389,United Kingdom
579927,22726,ALARM CLOCK BAKELIKE GREEN,4,12/1/2011 9:20,3.75,12572,Germany
579942,23245,SET OF 3 REGENCY CAKE TINS,4,12/1/2011 10:33,4.95,16145,United Kingdom
579946,22660,DOORMAT I LOVE LONDON,1,12/1/2011 10:44,8.25,15993,United Kingdom
579946,22115,METAL SIGN EMPIRE TEA,1,12/1/2011 10:44,0.79,15993,United Kingdom
580021,22840,ROUND CAKE TIN VINTAGE RED,2,12/1/2011 11:43,7.95,14047,United Kingdom
580025,22161,HEART DECORATION RUSTIC HANGING ,10,12/1/2011 11:53,0.19,15021,United Kingdom
580054,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,12/1/2011 13:08,2.95,18122,United Kingdom
580058,23313,VINTAGE CHRISTMAS BUNTING,5,12/1/2011 13:19,4.95,14367,United Kingdom
580062,21098,CHRISTMAS TOILET ROLL,3,12/1/2011 13:28,1.25,15862,United Kingdom
580071,84378,SET OF 3 HEART COOKIE CUTTERS,12,12/1/2011 13:47,1.45,15500,United Kingdom
580075,23343,JUMBO BAG VINTAGE CHRISTMAS ,1,12/1/2011 14:09,2.08,17014,United Kingdom
580089,22624,IVORY KITCHEN SCALES,2,12/1/2011 14:34,8.5,14732,United Kingdom
580092,22726,ALARM CLOCK BAKELIKE GREEN,6,12/1/2011 14:38,3.75,13969,United Kingdom
580092,23313,VINTAGE CHRISTMAS BUNTING,50,12/1/2011 14:38,4.15,13969,United Kingdom
580092,21463,MIRRORED DISCO BALL ,1,12/1/2011 14:38,5.95,13969,United Kingdom
580096,23035,DRAWER KNOB CERAMIC IVORY,24,12/1/2011 14:55,1.45,13408,United Kingdom
580098,22072,RED RETROSPOT TEA CUP AND SAUCER ,12,12/1/2011 15:05,3.75,15373,United Kingdom
580101,23199,JUMBO BAG APPLES,20,12/1/2011 15:12,2.08,15144,United Kingdom
580106,23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,6,12/1/2011 15:28,2.89,16169,United Kingdom
580107,22584,PACK OF 6 PANETTONE GIFT BOXES,6,12/1/2011 15:32,2.55,15948,United Kingdom
580115,21986,PACK OF 12 PINK POLKADOT TISSUES,1,12/1/2011 16:22,0.83,,United Kingdom
580115,22065,CHRISTMAS PUDDING TRINKET POT ,4,12/1/2011 16:22,1.63,,United Kingdom
580115,22666,RECIPE BOX PANTRY YELLOW DESIGN,5,12/1/2011 16:22,5.79,,United Kingdom
580115,22997,TRAVEL CARD WALLET UNION JACK,2,12/1/2011 16:22,0.83,,United Kingdom
580115,23551,PACK OF 12 PAISLEY PARK TISSUES ,2,12/1/2011 16:22,0.83,,United Kingdom
580115,85049H,URBAN BLACK RIBBONS ,4,12/1/2011 16:22,0.83,,United Kingdom
580115,90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,2,12/1/2011 16:22,1.65,,United Kingdom
580128,23453,OVAL  MINI PORTRAIT FRAME,4,12/1/2011 17:56,1.95,17576,United Kingdom
580129,22120,WELCOME  WOODEN BLOCK LETTERS,3,12/1/2011 18:03,9.95,17426,United Kingdom
580129,22993,SET OF 4 PANTRY JELLY MOULDS,12,12/1/2011 18:03,1.25,17426,United Kingdom
580137,21534,DAIRY MAID LARGE MILK JUG,1,12/1/2011 19:54,4.95,17566,United Kingdom
580148,21577,SAVE THE PLANET COTTON TOTE BAG,1,12/2/2011 10:08,4.96,,United Kingdom
580148,22386,JUMBO BAG PINK POLKADOT,1,12/2/2011 10:08,4.13,,United Kingdom
580151,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,12/2/2011 10:21,0.85,17811,United Kingdom
580153,21165,BEWARE OF THE CAT METAL SIGN ,12,12/2/2011 10:23,1.69,12762,Portugal
580154,22626,BLACK KITCHEN SCALES,2,12/2/2011 10:24,8.5,12569,Germany
580162,22301,COFFEE MUG CAT + BIRD DESIGN,1,12/2/2011 10:52,2.55,12856,United Kingdom
580167,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,10,12/2/2011 11:28,2.89,17386,United Kingdom
580188,22065,CHRISTMAS PUDDING TRINKET POT ,8,12/2/2011 12:02,0.39,16440,United Kingdom
580188,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,12/2/2011 12:02,2.95,16440,United Kingdom
580221,22891,TEA FOR ONE POLKADOT,3,12/2/2011 12:13,4.25,14092,United Kingdom
580276,22551,PLASTERS IN TIN SPACEBOY,3,12/2/2011 12:59,1.65,16426,United Kingdom
580278,22654,DELUXE SEWING KIT ,1,12/2/2011 13:11,5.95,13560,United Kingdom
580279,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,12/2/2011 13:12,3.25,15123,United Kingdom
580283,23576,SNACK TRAY RED VINTAGE DOILY,8,12/2/2011 13:20,1.95,16133,United Kingdom
580289,22671,FRENCH LAUNDRY SIGN BLUE METAL,6,12/2/2011 13:32,1.65,15856,United Kingdom
580290,23201,JUMBO BAG ALPHABET,2,12/2/2011 13:35,2.08,17221,United Kingdom
580291,23439,HAND WARMER RED LOVE HEART,6,12/2/2011 13:36,2.1,15539,United Kingdom
580295,22475,SKULL DESIGN TV DINNER TRAY,3,12/2/2011 13:49,1.95,17841,United Kingdom
580299,22139,RETROSPOT TEA SET CERAMIC 11 PC ,9,12/2/2011 13:58,4.95,14023,United Kingdom
580305,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,12/2/2011 14:26,4.95,12970,United Kingdom
580305,23352,ROLL WRAP 50'S RED CHRISTMAS ,2,12/2/2011 14:26,1.25,12970,United Kingdom
580305,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1,12/2/2011 14:26,0.39,12970,United Kingdom
580305,22985,WRAP BILLBOARD FONTS DESIGN,25,12/2/2011 14:26,0.42,12970,United Kingdom
580317,23408,PHOTO FRAME LINEN AND LACE SMALL,6,12/2/2011 15:29,2.08,13458,United Kingdom
580318,23200,JUMBO BAG PEARS,10,12/2/2011 15:39,2.08,17686,United Kingdom
580318,20728,LUNCH BAG CARS BLUE,10,12/2/2011 15:39,1.65,17686,United Kingdom
580322,23405,HOME SWEET HOME 2 DRAWER CABINET,8,12/2/2011 15:48,4.95,17567,United Kingdom
580351,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,12/2/2011 15:55,0.62,12962,United Kingdom
580360,23350,ROLL WRAP VINTAGE SPOT ,12,12/2/2011 16:14,1.25,14493,United Kingdom
580367,21981,PACK OF 12 WOODLAND TISSUES ,2,12/2/2011 16:39,0.83,,United Kingdom
580367,22338,STAR DECORATION PAINTED ZINC ,5,12/2/2011 16:39,0.63,,United Kingdom
580367,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,12/2/2011 16:39,3.29,,United Kingdom
580367,23080,RED METAL BOX TOP SECRET,1,12/2/2011 16:39,16.63,,United Kingdom
580367,23108,SET OF 10 LED DOLLY LIGHTS,1,12/2/2011 16:39,12.46,,United Kingdom
580367,23129,HEART SHAPED HOLLY WREATH,1,12/2/2011 16:39,8.29,,United Kingdom
580367,35967,FOLK ART METAL STAR T-LIGHT HOLDER,1,12/2/2011 16:39,0.83,,United Kingdom
580367,84581,DOG TOY WITH PINK CROCHET SKIRT,1,12/2/2011 16:39,4.13,,United Kingdom
580367,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,3,12/2/2011 16:39,1.63,,United Kingdom
580372,22916,HERB MARKER THYME,12,12/2/2011 17:04,0.65,16359,United Kingdom
580374,22676,FRENCH BLUE METAL DOOR SIGN 1,20,12/2/2011 17:12,1.25,17584,United Kingdom
580388,23486,ANTIQUE HEART SHELF UNIT,2,12/4/2011 10:30,16.65,18065,United Kingdom
580389,23294,SET OF 6 SNACK LOAF BAKING CASES,8,12/4/2011 10:35,0.83,12952,United Kingdom
580396,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1,12/4/2011 11:00,1.25,13838,United Kingdom
580399,22099,CARAVAN SQUARE TISSUE BOX,1,12/4/2011 11:45,0.39,13471,United Kingdom
580399,21903,MAN FLU METAL SIGN,3,12/4/2011 11:45,2.1,13471,United Kingdom
580402,23439,HAND WARMER RED LOVE HEART,4,12/4/2011 11:55,2.1,13536,United Kingdom
580403,22119,PEACE WOODEN BLOCK LETTERS,11,12/4/2011 11:56,1.95,17858,United Kingdom
580460,22429,ENAMEL MEASURING JUG CREAM,1,12/4/2011 12:29,4.25,12748,United Kingdom
580482,23423,PANTRY 3 HOOK ROLLING PIN HANGER,1,12/4/2011 12:44,3.75,16033,United Kingdom
580490,21912,VINTAGE SNAKES & LADDERS,144,12/4/2011 12:48,3.39,15773,United Kingdom
580501,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,4,12/4/2011 13:00,0.82,14546,United Kingdom
580503,23407,SET OF 2 TRAYS HOME SWEET HOME,1,12/4/2011 13:20,9.95,13956,United Kingdom
580505,21903,MAN FLU METAL SIGN,2,12/4/2011 13:32,2.1,15867,United Kingdom
580516,21912,VINTAGE SNAKES & LADDERS,2,12/4/2011 14:15,3.75,17954,United Kingdom
580517,22274,FELTCRAFT DOLL EMILY,12,12/4/2011 14:40,2.95,17173,United Kingdom
580519,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,12/4/2011 14:51,13.13,,United Kingdom
580520,23494,VINTAGE DOILY DELUXE SEWING KIT ,1,12/4/2011 14:55,5.95,13521,United Kingdom
580523,23500,KEY RING BASEBALL BOOT ASSORTED ,20,12/4/2011 15:00,1.25,17827,United Kingdom
580527,22231,JIGSAW TREE WITH BIRDHOUSE,2,12/4/2011 15:19,0.59,13736,United Kingdom
580527,22055,MINI CAKE STAND  HANGING STRAWBERY,2,12/4/2011 15:19,0.39,13736,United Kingdom
580527,22639,SET OF 4 NAPKIN CHARMS HEARTS,4,12/4/2011 15:19,0.79,13736,United Kingdom
